,,,,,,from days,from death,,,,,,,
21,1,2,4,214,1248606,5,6789,,,,,,,
2,0,1,14,214,1248607,5,6790,,,,,,,
23,1,1,22,214,1248608,5,6791,,,,,,,
22,1,2,5,214,1248609,5,6792,,,,,,,
19,1,2,10,214,1248611,5,6794,,,,,,,
23,1,1,23,213,1248611,4,6794,,,,,,,
20,1,1,14,213,1248612,4,6795,,,,,,,
22,1,2,4,214,1248612,5,6795,,,,,,,
21,1,1,14,213,1248613,4,6796,,,,,,,
2,0,1,7,214,1248614,5,6797,,,,,,,
4,0,2,14,214,1248614,5,6797,,,,,,,
17,1,2,10,214,1248614,5,6797,,,,,,,
23,1,1,11,213,1248614,4,6797,,,,,,,
23,1,2,3,214,1248616,5,6799,,,,,,,
17,1,2,13,214,1248617,5,6800,,,,,,,
19,1,2,11,214,1248617,5,6800,,,,,,,
20,1,1,18,213,1248617,4,6800,,,,,,,
21,1,1,19,213,1248617,4,6800,,,,,,,
22,1,1,19,214,1248617,5,6800,,,,,,,
23,1,1,9,214,1248617,5,6800,,,,,,,
7,0,2,0,214,1248618,5,6801,,,,,,,
18,1,2,8,214,1248618,5,6801,,,,,,,
21,1,1,12,214,1248618,5,6801,,,,,,,
17,1,1,21,213,1248619,4,6802,,,,,,,
18,1,2,12,214,1248620,5,6803,,,,,,,
5,0,2,9,214,1248621,5,6804,,,,,,,
16,1,2,13,214,1248621,5,6804,,,,,,,
24,1,2,1,214,1248622,5,6805,,,,,,,
22,1,1,11,214,1248625,5,6808,,,,,,,
18,1,2,22,214,1248626,5,6809,,,,,,,
19,1,2,5,214,1248627,5,6810,,,,,,,
20,1,2,5,214,1248628,5,6811,,,,,,,
24,1,1,13,214,1248628,5,6811,,,,,,,
2,0,1,13,214,1248629,5,6812,,,,,,,
17,1,2,18,214,1248629,5,6812,,,,,,,
22,1,1,8,214,1248629,5,6812,,,,,,,
22,1,1,23,214,1248629,5,6812,,,,,,,
24,1,1,8,214,1248629,5,6812,,,,,,,
23,1,1,6,214,1248630,5,6813,,,,,,,
23,1,2,2,214,1248630,5,6813,,,,,,,
17,1,1,24,214,1248631,5,6814,,,,,,,
17,1,2,12,214,1248632,5,6815,,,,,,,
21,1,2,5,214,1248634,5,6817,,,,,,,
18,1,2,11,214,1248636,5,6819,,,,,,,
18,1,1,16,213,1248637,4,6820,,,,,,,
21,1,1,13,213,1248637,4,6820,,,,,,,
22,1,1,10,214,1248637,5,6820,,,,,,,
20,1,1,17,213,1248639,4,6822,,,,,,,
16,1,2,24,214,1248640,5,6823,,,,,,,
20,1,2,3,214,1248642,5,6825,,,,,,,
19,1,1,12,213,1248643,4,6826,,,,,,,
20,1,1,22,214,1248643,5,6826,,,,,,,
21,1,2,3,214,1248643,5,6826,,,,,,,
24,1,1,10,213,1248643,4,6826,,,,,,,
21,1,1,15,214,1248644,5,6827,,,,,,,
18,1,1,24,214,1248646,5,6829,,,,,,,
18,1,1,10,213,1248647,4,6830,,,,,,,
19,1,1,21,213,1248648,4,6831,,,,,,,
23,1,1,24,214,1248648,5,6831,,,,,,,
24,1,2,0,214,1248648,5,6831,,,,,,,
18,1,2,9,214,1248649,5,6832,,,,,,,
5,0,2,5,214,1248650,5,6833,,,,,,,
16,1,2,23,214,1248650,5,6833,,,,,,,
22,1,1,6,214,1248650,5,6833,,,,,,,
17,1,2,16,214,1248651,5,6834,,,,,,,
23,1,2,1,214,1248651,5,6834,,,,,,,
22,1,2,2,214,1248652,5,6835,,,,,,,
17,1,2,14,214,1248653,5,6836,,,,,,,
18,1,1,20,213,1248654,4,6837,,,,,,,
19,1,1,22,214,1248657,5,6840,,,,,,,
20,1,2,6,214,1248657,5,6840,,,,,,,
21,1,1,21,214,1248657,5,6840,,,,,,,
16,1,2,16,214,1248658,5,6841,,,,,,,
17,1,2,7,214,1248659,5,6842,,,,,,,
17,1,2,19,214,1248659,5,6842,,,,,,,
20,1,1,11,214,1248659,5,6842,,,,,,,
22,1,1,12,213,1248659,4,6842,,,,,,,
23,1,1,12,213,1248659,4,6842,,,,,,,
18,1,1,21,214,1248660,5,6843,,,,,,,
16,1,2,19,214,1248661,5,6844,,,,,,,
19,1,1,11,213,1248661,4,6844,,,,,,,
19,1,1,15,214,1248661,5,6844,,,,,,,
23,1,1,7,214,1248661,5,6844,,,,,,,
19,1,1,13,214,1248663,5,6846,,,,,,,
21,1,1,9,214,1248663,5,6846,,,,,,,
18,1,1,23,214,1248664,5,6847,,,,,,,
4,0,2,11,214,1248665,5,6848,,,,,,,
15,1,2,13,214,1248665,5,6848,,,,,,,
19,1,2,6,214,1248665,5,6848,,,,,,,
19,1,2,7,214,1248665,5,6848,,,,,,,
24,1,1,6,214,1248665,5,6848,,,,,,,
16,1,2,10,214,1248669,5,6852,,,,,,,
16,1,2,14,214,1248669,5,6852,,,,,,,
20,1,1,12,214,1248669,5,6852,,,,,,,
22,1,1,22,214,1248669,5,6852,,,,,,,
16,1,2,11,214,1248672,5,6855,,,,,,,
20,1,2,4,214,1248672,5,6855,,,,,,,
22,1,1,16,214,1248672,5,6855,,,,,,,
4,0,2,21,214,1248673,5,6856,,,,,,,
5,0,2,4,214,1248673,5,6856,,,,,,,
20,1,1,9,214,1248673,5,6856,,,,,,,
22,1,1,9,213,1248673,4,6856,,,,,,,
6,0,2,1,214,1248674,5,6857,,,,,,,
16,1,2,9,214,1248675,5,6858,,,,,,,
22,1,1,14,214,1248675,5,6858,,,,,,,
15,1,2,16,214,1248676,5,6859,,,,,,,
23,1,2,0,214,1248677,5,6860,,,,,,,
4,0,2,15,214,1248678,5,6861,,,,,,,
16,1,1,12,213,1248678,4,6861,,,,,,,
18,1,1,22,214,1248678,5,6861,,,,,,,
21,1,1,18,214,1248678,5,6861,,,,,,,
20,1,1,13,214,1248680,5,6863,,,,,,,
21,1,2,2,214,1248680,5,6863,,,,,,,
17,1,2,11,214,1248682,5,6865,,,,,,,
17,1,1,23,214,1248683,5,6866,,,,,,,
22,1,1,20,214,1248683,5,6866,,,,,,,
20,1,1,24,214,1248684,5,6867,,,,,,,
22,1,2,1,214,1248687,5,6870,,,,,,,
4,0,2,17,214,1248688,5,6871,,,,,,,
19,1,1,14,214,1248688,5,6871,,,,,,,
22,1,1,7,214,1248688,5,6871,,,,,,,
2,0,1,8,214,1248689,5,6872,,,,,,,
4,0,2,16,214,1248689,5,6872,,,,,,,
15,1,2,23,214,1248689,5,6872,,,,,,,
18,1,2,7,214,1248689,5,6872,,,,,,,
2,0,1,11,214,1248690,5,6873,,,,,,,
4,0,2,22,214,1248690,5,6873,,,,,,,
14,1,2,24,214,1248690,5,6873,,,,,,,
17,1,1,13,213,1248691,4,6874,,,,,,,
16,1,2,15,214,1248692,5,6875,,,,,,,
21,1,1,22,214,1248692,5,6875,,,,,,,
21,1,2,1,214,1248692,5,6875,,,,,,,
22,1,1,15,213,1248692,4,6875,,,,,,,
23,1,1,5,214,1248692,5,6875,,,,,,,
24,1,1,4,214,1248692,5,6875,,,,,,,
17,1,1,19,214,1248695,5,6878,,,,,,,
17,1,1,12,213,1248697,4,6880,,,,,,,
15,1,2,17,214,1248698,5,6881,,,,,,,
18,1,1,19,213,1248699,4,6882,,,,,,,
18,1,2,6,214,1248700,5,6883,,,,,,,
16,1,2,8,214,1248702,5,6885,,,,,,,
16,1,2,20,214,1248702,5,6885,,,,,,,
18,1,2,5,214,1248702,5,6885,,,,,,,
20,1,2,2,214,1248702,5,6885,,,,,,,
4,0,2,13,214,1248703,5,6886,,,,,,,
19,1,1,17,213,1248703,4,6886,,,,,,,
19,1,1,18,214,1248703,5,6886,,,,,,,
14,1,2,19,214,1248704,5,6887,,,,,,,
15,1,2,15,214,1248705,5,6888,,,,,,,
17,1,1,20,214,1248705,5,6888,,,,,,,
19,1,1,20,214,1248705,5,6888,,,,,,,
20,1,1,7,213,1248706,4,6889,,,,,,,
15,1,2,18,214,1248707,5,6890,,,,,,,
21,1,1,10,214,1248707,5,6890,,,,,,,
22,1,2,0,214,1248707,5,6890,,,,,,,
16,1,1,22,213,1248708,4,6891,,,,,,,
19,1,2,3,214,1248708,5,6891,,,,,,,
21,1,1,24,214,1248708,5,6891,,,,,,,
23,1,1,4,214,1248708,5,6891,,,,,,,
20,1,1,19,214,1248709,5,6892,,,,,,,
2,0,1,17,218,1248711,9,6894,,,,,,,
18,1,1,14,213,1248713,4,6896,,,,,,,
15,1,2,11,214,1248714,5,6897,,,,,,,
19,1,2,4,214,1248714,5,6897,,,,,,,
20,1,1,15,214,1248715,5,6898,,,,,,,
2,0,1,19,215,1248716,6,6899,,,,,,,
14,1,2,18,214,1248716,5,6899,,,,,,,
15,1,2,21,214,1248720,5,6903,,,,,,,
2,0,1,18,214,1248721,5,6904,,,,,,,
20,1,1,10,214,1248721,5,6904,,,,,,,
2,0,1,21,218,1248724,9,6907,,,,,,,
4,0,2,19,214,1248724,5,6907,,,,,,,
18,1,1,8,214,1248724,5,6907,,,,,,,
19,1,1,24,214,1248725,5,6908,,,,,,,
21,1,1,8,214,1248725,5,6908,,,,,,,
21,1,1,16,214,1248726,5,6909,,,,,,,
15,1,2,20,214,1248727,5,6910,,,,,,,
21,1,1,7,214,1248727,5,6910,,,,,,,
16,1,2,18,214,1248728,5,6911,,,,,,,
18,1,2,4,214,1248728,5,6911,,,,,,,
17,1,1,16,213,1248729,4,6912,,,,,,,
17,1,2,9,214,1248730,5,6913,,,,,,,
19,1,1,7,214,1248731,5,6914,,,,,,,
21,1,1,11,213,1248732,4,6915,,,,,,,
14,1,2,17,214,1248733,5,6916,,,,,,,
20,1,1,6,214,1248735,5,6918,,,,,,,
2,0,1,22,215,1248736,6,6919,,,,,,,
16,1,2,12,214,1248736,5,6919,,,,,,,
16,1,1,16,214,1248737,5,6920,,,,,,,
17,1,2,8,214,1248737,5,6920,,,,,,,
2,0,1,23,215,1248739,6,6922,,,,,,,
17,1,2,4,214,1248739,5,6922,,,,,,,
15,1,1,17,213,1248741,4,6924,,,,,,,
19,1,1,16,214,1248741,5,6924,,,,,,,
19,1,2,2,214,1248742,5,6925,,,,,,,
15,1,2,24,214,1248743,5,6926,,,,,,,
19,1,1,10,214,1248743,5,6926,,,,,,,
21,1,1,4,214,1248743,5,6926,,,,,,,
23,1,1,8,214,1248743,5,6926,,,,,,,
17,1,1,17,213,1248744,4,6927,,,,,,,
20,1,1,16,213,1248744,4,6927,,,,,,,
22,1,1,4,214,1248744,5,6927,,,,,,,
21,1,2,0,214,1248745,5,6928,,,,,,,
17,1,2,5,214,1248746,5,6929,,,,,,,
5,0,2,3,214,1248748,5,6931,,,,,,,
14,1,2,22,214,1248748,5,6931,,,,,,,
16,1,2,7,214,1248748,5,6931,,,,,,,
18,1,1,13,213,1248748,4,6931,,,,,,,
21,1,1,5,214,1248750,5,6933,,,,,,,
16,1,1,18,214,1248753,5,6936,,,,,,,
17,1,2,6,214,1248753,5,6936,,,,,,,
20,1,1,20,213,1248753,4,6936,,,,,,,
22,1,1,5,214,1248753,5,6936,,,,,,,
24,1,1,3,214,1248753,5,6936,,,,,,,
17,1,1,22,214,1248755,5,6938,,,,,,,
4,0,2,23,214,1248756,5,6939,,,,,,,
15,1,2,19,214,1248757,5,6940,,,,,,,
17,1,1,11,213,1248757,4,6940,,,,,,,
20,1,2,1,214,1248759,5,6942,,,,,,,
24,1,1,5,214,1248759,5,6942,,,,,,,
17,1,1,9,214,1248760,5,6943,,,,,,,
18,1,1,5,213,1248760,4,6943,,,,,,,
20,1,1,8,214,1248762,5,6945,,,,,,,
22,1,1,3,214,1248762,5,6945,,,,,,,
21,1,1,6,214,1248763,5,6946,,,,,,,
19,1,1,9,213,1248764,4,6947,,,,,,,
16,1,2,5,214,1248765,5,6948,,,,,,,
15,1,1,19,214,1248766,5,6949,,,,,,,
16,1,1,13,213,1248767,4,6950,,,,,,,
14,1,2,15,214,1248768,5,6951,,,,,,,
15,1,2,14,214,1248769,5,6952,,,,,,,
16,1,1,24,214,1248769,5,6952,,,,,,,
14,1,2,12,214,1248771,5,6954,,,,,,,
15,1,1,14,213,1248772,4,6955,,,,,,,
15,1,2,22,214,1248773,5,6956,,,,,,,
24,1,1,2,214,1248773,5,6956,,,,,,,
16,1,1,14,213,1248774,4,6957,,,,,,,
18,1,1,17,214,1248774,5,6957,,,,,,,
20,1,1,5,214,1248774,5,6957,,,,,,,
2,0,1,20,214,1248776,5,6959,,,,,,,
21,1,1,3,214,1248776,5,6959,,,,,,,
18,1,1,9,213,1248777,4,6960,,,,,,,
18,1,1,15,214,1248780,5,6963,,,,,,,
19,1,1,6,213,1248780,4,6963,,,,,,,
16,1,1,11,213,1248782,4,6965,,,,,,,
16,1,1,17,213,1248783,4,6966,,,,,,,
16,1,1,23,214,1248783,5,6966,,,,,,,
14,1,2,13,214,1248786,5,6969,,,,,,,
15,1,1,15,213,1248786,4,6969,,,,,,,
20,1,2,0,214,1248786,5,6969,,,,,,,
13,1,2,19,214,1248787,5,6970,,,,,,,
15,1,1,8,213,1248788,4,6971,,,,,,,
16,1,1,15,214,1248790,5,6973,,,,,,,
17,1,2,3,214,1248790,5,6973,,,,,,,
19,1,1,8,214,1248790,5,6973,,,,,,,
17,1,1,14,214,1248794,5,6977,,,,,,,
18,1,1,6,214,1248794,5,6977,,,,,,,
18,1,1,7,213,1248794,4,6977,,,,,,,
15,1,2,12,214,1248795,5,6978,,,,,,,
2,0,1,10,214,1248796,5,6979,,,,,,,
4,0,2,20,214,1248796,5,6979,,,,,,,
16,1,2,6,214,1248796,5,6979,,,,,,,
18,1,2,3,214,1248796,5,6979,,,,,,,
22,1,1,2,214,1248796,5,6979,,,,,,,
21,1,1,2,213,1248798,4,6981,,,,,,,
13,1,1,17,213,1248799,4,6982,,,,,,,
19,1,2,1,214,1248799,5,6982,,,,,,,
16,1,1,19,214,1248801,5,6984,,,,,,,
23,1,1,2,214,1248801,5,6984,,,,,,,
23,1,1,3,214,1248801,5,6984,,,,,,,
5,0,2,2,214,1248803,5,6986,,,,,,,
15,1,1,23,213,1248803,4,6986,,,,,,,
16,1,2,4,214,1248803,5,6986,,,,,,,
15,1,2,10,214,1248805,5,6988,,,,,,,
17,1,1,10,213,1248805,4,6988,,,,,,,
17,1,1,18,214,1248805,5,6988,,,,,,,
24,1,1,1,214,1248805,5,6988,,,,,,,
17,1,1,15,214,1248806,5,6989,,,,,,,
14,1,1,14,214,1248808,5,6991,,,,,,,
14,1,2,20,214,1248809,5,6992,,,,,,,
13,1,2,16,214,1248810,5,6993,,,,,,,
18,1,1,11,213,1248810,4,6993,,,,,,,
2,0,1,9,214,1248811,5,6994,,,,,,,
4,0,2,18,214,1248811,5,6994,,,,,,,
15,1,2,7,214,1248812,5,6995,,,,,,,
15,1,2,9,214,1248813,5,6996,,,,,,,
15,1,1,16,213,1248814,4,6997,,,,,,,
14,1,1,13,213,1248815,4,6998,,,,,,,
14,1,1,19,214,1248816,5,6999,,,,,,,
14,1,2,11,214,1248818,5,7001,,,,,,,
15,1,1,13,213,1248819,4,7002,,,,,,,
15,1,2,5,214,1248821,5,7004,,,,,,,
14,1,2,8,214,1248822,5,7005,,,,,,,
16,1,1,20,214,1248822,5,7005,,,,,,,
18,1,2,2,214,1248822,5,7005,,,,,,,
19,1,1,4,214,1248822,5,7005,,,,,,,
23,1,1,1,214,1248822,5,7005,,,,,,,
18,1,2,1,214,1248823,5,7006,,,,,,,
14,1,1,24,214,1248824,5,7007,,,,,,,
17,1,2,2,214,1248825,5,7008,,,,,,,
13,1,2,22,214,1248826,5,7009,,,,,,,
15,1,1,21,214,1248826,5,7009,,,,,,,
18,1,1,12,213,1248826,4,7009,,,,,,,
24,1,1,0,214,1248826,5,7009,,,,,,,
17,1,1,8,213,1248827,4,7010,,,,,,,
14,1,1,20,214,1248828,5,7011,,,,,,,
17,1,1,5,214,1248829,5,7012,,,,,,,
13,1,2,21,214,1248830,5,7013,,,,,,,
14,1,1,16,213,1248830,4,7013,,,,,,,
20,1,1,2,214,1248831,5,7014,,,,,,,
17,1,1,6,214,1248833,5,7016,,,,,,,
19,1,2,0,214,1248833,5,7016,,,,,,,
13,1,2,24,214,1248834,5,7017,,,,,,,
14,1,2,16,214,1248837,5,7020,,,,,,,
14,1,2,21,214,1248838,5,7021,,,,,,,
3,0,1,0,214,1248840,5,7023,,,,,,,
6,0,2,0,214,1248840,5,7023,,,,,,,
15,1,2,6,214,1248840,5,7023,,,,,,,
15,1,1,18,214,1248841,5,7024,,,,,,,
20,1,1,3,214,1248841,5,7024,,,,,,,
16,1,1,9,214,1248842,5,7025,,,,,,,
16,1,1,21,214,1248843,5,7026,,,,,,,
19,1,1,3,214,1248843,5,7026,,,,,,,
12,1,2,18,214,1248845,5,7028,,,,,,,
19,1,1,5,214,1248845,5,7028,,,,,,,
22,1,1,1,214,1248845,5,7028,,,,,,,
23,1,1,0,213,1248846,4,7029,,,,,,,
13,1,2,20,214,1248847,5,7030,,,,,,,
21,1,1,1,213,1248847,4,7030,,,,,,,
2,0,1,5,214,1248848,5,7031,,,,,,,
4,0,2,10,214,1248848,5,7031,,,,,,,
14,1,2,14,214,1248850,5,7033,,,,,,,
4,0,2,7,214,1248852,5,7035,,,,,,,
15,1,1,20,213,1248852,4,7035,,,,,,,
20,1,1,4,214,1248853,5,7036,,,,,,,
16,1,1,6,213,1248854,4,7037,,,,,,,
13,1,2,11,214,1248855,5,7038,,,,,,,
17,1,1,4,213,1248855,4,7038,,,,,,,
14,1,2,9,214,1248857,5,7040,,,,,,,
16,1,1,10,214,1248860,5,7043,,,,,,,
15,1,1,12,213,1248861,4,7044,,,,,,,
13,1,2,17,214,1248862,5,7045,,,,,,,
16,1,1,4,213,1248864,4,7047,,,,,,,
16,1,1,5,213,1248864,4,7047,,,,,,,
12,1,2,14,214,1248865,5,7048,,,,,,,
15,1,2,8,214,1248865,5,7048,,,,,,,
13,1,1,22,214,1248866,5,7049,,,,,,,
16,1,1,8,213,1248868,4,7051,,,,,,,
22,1,1,0,213,1248870,4,7053,,,,,,,
14,1,1,23,214,1248871,5,7054,,,,,,,
16,1,1,7,213,1248871,4,7054,,,,,,,
2,0,1,4,214,1248873,5,7056,,,,,,,
4,0,2,8,214,1248873,5,7056,,,,,,,
13,1,2,12,214,1248873,5,7056,,,,,,,
15,1,1,10,213,1248873,4,7056,,,,,,,
14,1,1,22,214,1248874,5,7057,,,,,,,
13,1,2,13,214,1248875,5,7058,,,,,,,
18,1,1,4,214,1248875,5,7058,,,,,,,
13,1,2,15,214,1248876,5,7059,,,,,,,
14,1,2,23,214,1248880,5,7063,,,,,,,
2,0,1,3,214,1248881,5,7064,,,,,,,
4,0,2,6,214,1248881,5,7064,,,,,,,
13,1,1,12,213,1248882,4,7065,,,,,,,
14,1,2,10,214,1248882,5,7065,,,,,,,
16,1,2,3,214,1248882,5,7065,,,,,,,
2,0,1,6,214,1248883,5,7066,,,,,,,
4,0,2,12,214,1248883,5,7066,,,,,,,
18,1,1,3,214,1248883,5,7066,,,,,,,
18,1,2,0,214,1248884,5,7067,,,,,,,
12,1,2,23,214,1248886,5,7069,,,,,,,
15,1,2,4,214,1248886,5,7069,,,,,,,
20,1,1,1,214,1248886,5,7069,,,,,,,
12,1,1,20,214,1248887,5,7070,,,,,,,
14,1,1,17,214,1248887,5,7070,,,,,,,
15,1,1,22,214,1248887,5,7070,,,,,,,
14,1,1,21,214,1248889,5,7072,,,,,,,
13,1,2,9,214,1248890,5,7073,,,,,,,
13,1,2,23,214,1248890,5,7073,,,,,,,
16,1,2,2,214,1248890,5,7073,,,,,,,
15,1,1,11,213,1248891,4,7074,,,,,,,
12,1,2,12,214,1248894,5,7077,,,,,,,
21,1,1,0,213,1248894,4,7077,,,,,,,
13,1,2,10,214,1248896,5,7079,,,,,,,
17,1,2,1,214,1248896,5,7079,,,,,,,
4,0,2,9,214,1248898,5,7081,,,,,,,
12,1,2,20,214,1248899,5,7082,,,,,,,
11,1,1,22,214,1248900,5,7083,,,,,,,
17,1,1,7,213,1248900,4,7083,,,,,,,
4,0,2,5,214,1248902,5,7085,,,,,,,
14,1,1,9,213,1248902,4,7085,,,,,,,
12,1,2,24,214,1248905,5,7088,,,,,,,
13,1,1,13,214,1248905,5,7088,,,,,,,
14,1,1,12,213,1248906,4,7089,,,,,,,
19,1,1,2,214,1248906,5,7089,,,,,,,
12,1,2,22,214,1248908,5,7091,,,,,,,
14,1,1,11,213,1248909,4,7092,,,,,,,
12,1,1,22,214,1248912,5,7095,,,,,,,
14,1,1,18,213,1248912,4,7095,,,,,,,
14,1,2,7,214,1248912,5,7095,,,,,,,
24,2,2,23,213,1248912,4,7095,,,,,,,
13,1,2,8,214,1248915,5,7098,,,,,,,
13,1,1,15,214,1248917,5,7100,,,,,,,
13,1,2,14,214,1248918,5,7101,,,,,,,
16,1,2,1,214,1248918,5,7101,,,,,,,
20,1,1,0,213,1248921,4,7104,,,,,,,
12,1,2,8,214,1248922,5,7105,,,,,,,
19,1,1,1,213,1248923,4,7106,,,,,,,
11,1,2,20,214,1248924,5,7107,,,,,,,
12,1,1,21,214,1248924,5,7107,,,,,,,
18,1,1,2,213,1248924,4,7107,,,,,,,
13,1,1,24,214,1248925,5,7108,,,,,,,
14,1,1,10,213,1248925,4,7108,,,,,,,
13,1,1,23,214,1248926,5,7109,,,,,,,
13,1,1,21,214,1248929,5,7112,,,,,,,
14,1,2,5,214,1248929,5,7112,,,,,,,
11,1,2,24,214,1248930,5,7113,,,,,,,
13,1,2,18,214,1248931,5,7114,,,,,,,
13,1,1,18,214,1248934,5,7117,,,,,,,
11,1,2,22,214,1248935,5,7118,,,,,,,
13,1,1,8,213,1248935,4,7118,,,,,,,
17,1,2,0,214,1248936,5,7119,,,,,,,
15,1,2,3,214,1248940,5,7123,,,,,,,
15,1,1,7,213,1248943,4,7126,,,,,,,
18,1,1,1,213,1248943,4,7126,,,,,,,
12,1,2,21,214,1248944,5,7127,,,,,,,
14,1,1,8,213,1248944,4,7127,,,,,,,
15,1,1,24,214,1248944,5,7127,,,,,,,
14,1,1,5,213,1248945,4,7128,,,,,,,
14,1,1,7,213,1248946,4,7129,,,,,,,
14,1,2,6,214,1248947,5,7130,,,,,,,
23,2,2,18,213,1248950,4,7133,,,,,,,
13,1,1,19,214,1248951,5,7134,,,,,,,
15,1,2,2,214,1248952,5,7135,,,,,,,
19,1,1,0,213,1248952,4,7135,,,,,,,
17,1,1,3,214,1248953,5,7136,,,,,,,
3,0,2,24,214,1248954,5,7137,,,,,,,
15,1,1,9,213,1248954,4,7137,,,,,,,
15,1,1,6,214,1248956,5,7139,,,,,,,
12,1,2,15,214,1248959,5,7142,,,,,,,
5,0,2,1,214,1248960,5,7143,,,,,,,
17,1,1,2,213,1248965,4,7148,,,,,,,
13,1,1,14,214,1248967,5,7150,,,,,,,
12,1,1,24,214,1248968,5,7151,,,,,,,
13,1,1,10,213,1248968,4,7151,,,,,,,
11,1,1,23,214,1248969,5,7152,,,,,,,
12,1,2,13,214,1248969,5,7152,,,,,,,
15,1,1,4,214,1248969,5,7152,,,,,,,
12,1,2,19,214,1248971,5,7154,,,,,,,
13,1,2,4,214,1248972,5,7155,,,,,,,
3,0,2,15,214,1248973,5,7156,,,,,,,
12,1,1,10,213,1248973,4,7156,,,,,,,
13,1,2,7,214,1248973,5,7156,,,,,,,
24,2,2,20,213,1248973,4,7156,,,,,,,
13,1,2,6,214,1248974,5,7157,,,,,,,
12,1,1,18,213,1248975,4,7158,,,,,,,
12,1,1,19,214,1248975,5,7158,,,,,,,
16,1,1,2,213,1248975,4,7158,,,,,,,
13,1,1,16,214,1248976,5,7159,,,,,,,
14,1,1,15,213,1248979,4,7162,,,,,,,
11,1,1,13,213,1248980,4,7163,,,,,,,
12,1,2,11,214,1248980,5,7163,,,,,,,
13,1,1,11,213,1248980,4,7163,,,,,,,
11,1,1,20,214,1248982,5,7165,,,,,,,
17,1,1,1,213,1248983,4,7166,,,,,,,
18,1,1,0,213,1248985,4,7168,,,,,,,
14,1,2,3,214,1248986,5,7169,,,,,,,
13,1,2,5,214,1248987,5,7170,,,,,,,
11,1,1,17,214,1248989,5,7172,,,,,,,
15,1,1,5,214,1248989,5,7172,,,,,,,
4,0,2,3,214,1248991,5,7174,,,,,,,
13,1,1,9,213,1248991,4,7174,,,,,,,
12,1,1,13,213,1248992,4,7175,,,,,,,
13,1,1,7,213,1248992,4,7175,,,,,,,
24,2,2,19,213,1248993,4,7176,,,,,,,
16,1,1,3,213,1248994,4,7177,,,,,,,
12,1,1,17,214,1248995,5,7178,,,,,,,
12,1,2,17,214,1248996,5,7179,,,,,,,
16,1,2,0,214,1248997,5,7180,,,,,,,
11,1,2,18,214,1248998,5,7181,,,,,,,
14,1,1,6,214,1248998,5,7181,,,,,,,
14,1,2,4,214,1249000,5,7183,,,,,,,
15,1,2,1,214,1249003,5,7186,,,,,,,
12,1,2,10,214,1249008,5,7191,,,,,,,
10,1,1,22,214,1249013,5,7196,,,,,,,
11,1,2,21,214,1249017,5,7200,,,,,,,
11,1,1,24,214,1249023,5,7206,,,,,,,
17,1,1,0,213,1249027,4,7210,,,,,,,
11,1,2,9,214,1249030,5,7213,,,,,,,
12,1,1,8,213,1249030,4,7213,,,,,,,
24,2,2,16,213,1249030,4,7213,,,,,,,
10,1,1,18,214,1249031,5,7214,,,,,,,
12,1,1,11,213,1249031,4,7214,,,,,,,
24,2,2,22,213,1249031,4,7214,,,,,,,
12,1,2,16,214,1249032,5,7215,,,,,,,
14,1,1,4,214,1249034,5,7217,,,,,,,
12,1,2,7,214,1249036,5,7219,,,,,,,
21,2,2,16,213,1249036,4,7219,,,,,,,
11,1,1,18,214,1249037,5,7220,,,,,,,
11,1,2,16,214,1249039,5,7222,,,,,,,
16,1,1,1,213,1249039,4,7222,,,,,,,
23,2,2,17,213,1249040,4,7223,,,,,,,
12,1,1,14,214,1249042,5,7225,,,,,,,
13,1,1,5,213,1249043,4,7226,,,,,,,
11,1,2,15,214,1249044,5,7227,,,,,,,
13,1,1,4,214,1249045,5,7228,,,,,,,
13,1,1,3,213,1249046,4,7229,,,,,,,
3,0,2,14,214,1249047,5,7230,,,,,,,
11,1,1,12,214,1249047,5,7230,,,,,,,
22,2,2,24,214,1249047,5,7230,,,,,,,
23,2,2,21,213,1249049,4,7232,,,,,,,
11,1,1,16,214,1249050,5,7233,,,,,,,
14,1,1,2,213,1249050,4,7233,,,,,,,
23,2,2,23,213,1249051,4,7234,,,,,,,
24,2,2,21,214,1249051,5,7234,,,,,,,
3,0,2,19,214,1249054,5,7237,,,,,,,
13,1,2,3,214,1249054,5,7237,,,,,,,
11,1,2,13,214,1249055,5,7238,,,,,,,
12,1,2,9,214,1249055,5,7238,,,,,,,
14,1,2,2,214,1249055,5,7238,,,,,,,
24,2,2,17,213,1249056,4,7239,,,,,,,
12,1,1,6,213,1249057,4,7240,,,,,,,
12,1,1,7,213,1249057,4,7240,,,,,,,
24,2,2,12,213,1249057,4,7240,,,,,,,
24,2,2,14,213,1249057,4,7240,,,,,,,
3,0,2,18,214,1249058,5,7241,,,,,,,
11,1,2,19,214,1249058,5,7241,,,,,,,
24,2,2,9,213,1249058,4,7241,,,,,,,
3,0,2,17,214,1249059,5,7242,,,,,,,
13,1,1,6,213,1249059,4,7242,,,,,,,
12,1,1,23,214,1249060,5,7243,,,,,,,
22,2,2,17,213,1249060,4,7243,,,,,,,
10,1,1,13,213,1249061,4,7244,,,,,,,
10,1,1,15,213,1249062,4,7245,,,,,,,
23,2,2,24,214,1249066,5,7249,,,,,,,
2,0,1,2,214,1249068,5,7251,,,,,,,
4,0,2,4,214,1249068,5,7251,,,,,,,
10,1,1,20,214,1249069,5,7252,,,,,,,
